payer,code,hospital_name,code_type,hospital_state,cms_baseline_rate,hospital_rate,payer_standard_charge_gross,payer_standard_charge_discounted_cash,payer_standard_charge_negotiated_dollar,payer_standard_charge_negotiated_percentage,payer_standard_charge_min,payer_standard_charge_max,payer_standard_charge_methodology
Cigna,43239,The Mount Sinai Hospital,CPT,NY,413.17,509.63,,,4289.89,,2513.89,6438.0,case rate
Cigna,43239,The Mount Sinai Hospital,CPT,NY,413.17,519.52,,,4289.89,,2513.89,6438.0,case rate
Cigna,43239,The Mount Sinai Hospital,CPT,NY,151.42,170.21,,,4289.89,,2513.89,6438.0,case rate
Cigna,43239,The Mount Sinai Hospital,CPT,NY,419.2,697.25,,,4289.89,,2513.89,6438.0,case rate
Cigna,43239,The Mount Sinai Hospital,CPT,NY,419.2,821.14,,,4289.89,,2513.89,6438.0,case rate
Cigna,43239,The Mount Sinai Hospital,CPT,NY,151.42,164.0,,,4289.89,,2513.89,6438.0,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,24149.58,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,24149.58,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,NYU Langone,MS-DRG,NY,6829.75,29907.25,,,29907.0,,,,case rate
Cigna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,18106.15,,13241.87,25906.6,,6374.31,38357.42,case rate
Cigna,872,The Mount Sinai Hospital,MS-DRG,NY,6829.75,25934.5,,13241.87,25906.6,,6374.31,38357.42,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,92.46,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,109.73,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,71.96,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,49.06,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2102.05,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,78.59,108.57,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,5106.17,970.17,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,2182.13,414.6,2738.0,,,,case rate
Cigna,99283,NYU Langone,CPT,NY,276.89,2738.0,5106.17,970.17,2738.0,,,,case rate
